TimeUTC,load_kwh,TimeDK,RegionName,ConsumerCategory3,ConsumerCategory2
2025-01-01 09:00:00+00:00,0.5414223618517724,2025-01-01 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 10:00:00+00:00,0.6069406450320275,2025-01-01 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 11:00:00+00:00,0.6490479971613764,2025-01-01 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 12:00:00+00:00,0.671081681420181,2025-01-01 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 13:00:00+00:00,0.6813827271756662,2025-01-01 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 14:00:00+00:00,0.6914080913942812,2025-01-01 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 15:00:00+00:00,0.7252645064817416,2025-01-01 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 16:00:00+00:00,0.7896698905212505,2025-01-01 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 17:00:00+00:00,0.7764403405203337,2025-01-01 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 18:00:00+00:00,0.7022841787132232,2025-01-01 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 19:00:00+00:00,0.6451140488639628,2025-01-01 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 20:00:00+00:00,0.6142975499309355,2025-01-01 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 21:00:00+00:00,0.5512261171396217,2025-01-01 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 22:00:00+00:00,0.5056142405422213,2025-01-01 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-01 23:00:00+00:00,0.5693925571596945,2025-01-02 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 00:00:00+00:00,0.5451222266887775,2025-01-02 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 01:00:00+00:00,0.4896087052644109,2025-01-02 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 02:00:00+00:00,0.4378351618913326,2025-01-02 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 03:00:00+00:00,0.4057613727821047,2025-01-02 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 04:00:00+00:00,0.4043810837098805,2025-01-02 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 05:00:00+00:00,0.44162781205371593,2025-01-02 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 06:00:00+00:00,0.4997581263433518,2025-01-02 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 07:00:00+00:00,0.5482775790661842,2025-01-02 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 08:00:00+00:00,0.5882638916280762,2025-01-02 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 09:00:00+00:00,0.6012044250173542,2025-01-02 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 10:00:00+00:00,0.6088981320925542,2025-01-02 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 11:00:00+00:00,0.6116314933882082,2025-01-02 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 12:00:00+00:00,0.5973221482364085,2025-01-02 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 13:00:00+00:00,0.59927190557689,2025-01-02 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 14:00:00+00:00,0.6310757973623704,2025-01-02 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 15:00:00+00:00,0.7274192237358126,2025-01-02 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 16:00:00+00:00,0.8734150290514656,2025-01-02 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 17:00:00+00:00,0.8854159416541965,2025-01-02 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 18:00:00+00:00,0.7949619730722478,2025-01-02 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 19:00:00+00:00,0.7238521275130282,2025-01-02 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 20:00:00+00:00,0.6819524434834011,2025-01-02 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 21:00:00+00:00,0.629581324075964,2025-01-02 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 22:00:00+00:00,0.5762452366096558,2025-01-02 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-02 23:00:00+00:00,0.5868131222226755,2025-01-03 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 00:00:00+00:00,0.5848967455963724,2025-01-03 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 01:00:00+00:00,0.5727729657104017,2025-01-03 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 02:00:00+00:00,0.5479715101623001,2025-01-03 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 03:00:00+00:00,0.516008196486495,2025-01-03 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 04:00:00+00:00,0.47335004485609644,2025-01-03 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 05:00:00+00:00,0.4800034946106026,2025-01-03 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 06:00:00+00:00,0.5329522119067243,2025-01-03 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 07:00:00+00:00,0.5749564167349699,2025-01-03 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 08:00:00+00:00,0.6157502125356139,2025-01-03 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 09:00:00+00:00,0.6312704695433436,2025-01-03 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 10:00:00+00:00,0.6398476392425629,2025-01-03 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 11:00:00+00:00,0.6538818360580021,2025-01-03 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 12:00:00+00:00,0.6507165013571319,2025-01-03 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 13:00:00+00:00,0.6559290999106521,2025-01-03 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 14:00:00+00:00,0.6782444254031613,2025-01-03 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 15:00:00+00:00,0.7623892787077651,2025-01-03 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 16:00:00+00:00,0.8892380562067626,2025-01-03 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 17:00:00+00:00,0.9019892797923437,2025-01-03 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 18:00:00+00:00,0.8101730935858202,2025-01-03 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 19:00:00+00:00,0.7417699729195846,2025-01-03 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 20:00:00+00:00,0.7187886934893973,2025-01-03 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 21:00:00+00:00,0.713874700719971,2025-01-03 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 22:00:00+00:00,0.6554691064811905,2025-01-03 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-03 23:00:00+00:00,0.6907552295539245,2025-01-04 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 00:00:00+00:00,0.6396753749817378,2025-01-04 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 01:00:00+00:00,0.5775042124418975,2025-01-04 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 02:00:00+00:00,0.5304508552644287,2025-01-04 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 03:00:00+00:00,0.5017247014353482,2025-01-04 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 04:00:00+00:00,0.49088168942143195,2025-01-04 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 05:00:00+00:00,0.5003420095861442,2025-01-04 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 06:00:00+00:00,0.5451665498248054,2025-01-04 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 07:00:00+00:00,0.6289176750493493,2025-01-04 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 08:00:00+00:00,0.7010402725447497,2025-01-04 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 09:00:00+00:00,0.7254792344261847,2025-01-04 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 10:00:00+00:00,0.7313364352741939,2025-01-04 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 11:00:00+00:00,0.7259082246082968,2025-01-04 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 12:00:00+00:00,0.7141530465720454,2025-01-04 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 13:00:00+00:00,0.7124988847950594,2025-01-04 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 14:00:00+00:00,0.7304878905341765,2025-01-04 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 15:00:00+00:00,0.7994402094125898,2025-01-04 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 16:00:00+00:00,0.9143599669484459,2025-01-04 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 17:00:00+00:00,0.9277535385377538,2025-01-04 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 18:00:00+00:00,0.8239076131541162,2025-01-04 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 19:00:00+00:00,0.745513408337468,2025-01-04 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 20:00:00+00:00,0.7065069107688885,2025-01-04 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 21:00:00+00:00,0.6615365638136734,2025-01-04 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 22:00:00+00:00,0.619387495493826,2025-01-04 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-04 23:00:00+00:00,0.6106857205476809,2025-01-05 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 00:00:00+00:00,0.5976920982734919,2025-01-05 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 01:00:00+00:00,0.5906715669656563,2025-01-05 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 02:00:00+00:00,0.5515580108340078,2025-01-05 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 03:00:00+00:00,0.5193089219332058,2025-01-05 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 04:00:00+00:00,0.49520358327312614,2025-01-05 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 05:00:00+00:00,0.4701115182612305,2025-01-05 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 06:00:00+00:00,0.5115382652502924,2025-01-05 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 07:00:00+00:00,0.5995951094528452,2025-01-05 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 08:00:00+00:00,0.6894707866479783,2025-01-05 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 09:00:00+00:00,0.728346594409387,2025-01-05 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 10:00:00+00:00,0.7429515722462366,2025-01-05 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 11:00:00+00:00,0.7540055139946372,2025-01-05 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 12:00:00+00:00,0.7524071864102492,2025-01-05 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 13:00:00+00:00,0.7539155870289526,2025-01-05 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 14:00:00+00:00,0.7814060824240238,2025-01-05 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 15:00:00+00:00,0.8576726535352679,2025-01-05 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 16:00:00+00:00,0.9711766540409547,2025-01-05 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 17:00:00+00:00,0.9550558816466902,2025-01-05 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 18:00:00+00:00,0.8451668067993687,2025-01-05 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 19:00:00+00:00,0.7662005335183074,2025-01-05 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 20:00:00+00:00,0.7204018157005818,2025-01-05 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 21:00:00+00:00,0.6550434943605344,2025-01-05 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 22:00:00+00:00,0.59694906986469,2025-01-05 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-05 23:00:00+00:00,0.6345771023792441,2025-01-06 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 00:00:00+00:00,0.6517786705190187,2025-01-06 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 01:00:00+00:00,0.6622326705776351,2025-01-06 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 02:00:00+00:00,0.6450205379809293,2025-01-06 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 03:00:00+00:00,0.5879925111294937,2025-01-06 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 04:00:00+00:00,0.5382921677642307,2025-01-06 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 05:00:00+00:00,0.5562714679041993,2025-01-06 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 06:00:00+00:00,0.6034809026574044,2025-01-06 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 07:00:00+00:00,0.5891699275318952,2025-01-06 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 08:00:00+00:00,0.5905066342118374,2025-01-06 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 09:00:00+00:00,0.5880381166464939,2025-01-06 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 10:00:00+00:00,0.5904176319103276,2025-01-06 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 11:00:00+00:00,0.5928354194968117,2025-01-06 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 12:00:00+00:00,0.5814642825022488,2025-01-06 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 13:00:00+00:00,0.583323237145829,2025-01-06 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 14:00:00+00:00,0.6164254991695526,2025-01-06 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 15:00:00+00:00,0.7216061097957575,2025-01-06 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 16:00:00+00:00,0.8716716219955225,2025-01-06 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 17:00:00+00:00,0.8654968529984629,2025-01-06 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 18:00:00+00:00,0.7673765308649226,2025-01-06 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 19:00:00+00:00,0.6935776623321672,2025-01-06 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 20:00:00+00:00,0.6582514547299876,2025-01-06 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 21:00:00+00:00,0.5873109340794171,2025-01-06 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 22:00:00+00:00,0.5328426459513858,2025-01-06 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-06 23:00:00+00:00,0.5510635331677942,2025-01-07 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 00:00:00+00:00,0.5555891669838107,2025-01-07 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 01:00:00+00:00,0.5832113038477219,2025-01-07 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 02:00:00+00:00,0.5302823909009057,2025-01-07 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 03:00:00+00:00,0.4632086589063532,2025-01-07 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 04:00:00+00:00,0.429129371067932,2025-01-07 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 05:00:00+00:00,0.48077158681804005,2025-01-07 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 06:00:00+00:00,0.5424272068968528,2025-01-07 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 07:00:00+00:00,0.5388566296846659,2025-01-07 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 08:00:00+00:00,0.5316877268983315,2025-01-07 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 09:00:00+00:00,0.5270897381106382,2025-01-07 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 10:00:00+00:00,0.5307640903156674,2025-01-07 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 11:00:00+00:00,0.5255997413462311,2025-01-07 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 12:00:00+00:00,0.5277061769566939,2025-01-07 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 13:00:00+00:00,0.5434947350613293,2025-01-07 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 14:00:00+00:00,0.5837564811206138,2025-01-07 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 15:00:00+00:00,0.6950245964060547,2025-01-07 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 16:00:00+00:00,0.8545579374485937,2025-01-07 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 17:00:00+00:00,0.8662262982930184,2025-01-07 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 18:00:00+00:00,0.7817376184016124,2025-01-07 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 19:00:00+00:00,0.7166284923693262,2025-01-07 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 20:00:00+00:00,0.6809778457558338,2025-01-07 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 21:00:00+00:00,0.6135790841797838,2025-01-07 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 22:00:00+00:00,0.5702339526257911,2025-01-07 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-07 23:00:00+00:00,0.6813834898548761,2025-01-08 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 00:00:00+00:00,0.6416026552209925,2025-01-08 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 01:00:00+00:00,0.5426136920877237,2025-01-08 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 02:00:00+00:00,0.5010671268449182,2025-01-08 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 03:00:00+00:00,0.4435235389716778,2025-01-08 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 04:00:00+00:00,0.42979830316668405,2025-01-08 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 05:00:00+00:00,0.49492263553755267,2025-01-08 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 06:00:00+00:00,0.558767008273848,2025-01-08 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 07:00:00+00:00,0.5513531285382142,2025-01-08 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 08:00:00+00:00,0.5420335412484981,2025-01-08 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 09:00:00+00:00,0.5252463289616606,2025-01-08 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 10:00:00+00:00,0.5265411979623805,2025-01-08 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 11:00:00+00:00,0.5316199648753477,2025-01-08 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 12:00:00+00:00,0.5319996542584472,2025-01-08 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 13:00:00+00:00,0.5473612132461644,2025-01-08 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 14:00:00+00:00,0.5864676656621636,2025-01-08 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 15:00:00+00:00,0.6927534237736057,2025-01-08 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 16:00:00+00:00,0.8456605234737159,2025-01-08 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 17:00:00+00:00,0.8554604417427086,2025-01-08 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 18:00:00+00:00,0.770980743580139,2025-01-08 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 19:00:00+00:00,0.7064047961219366,2025-01-08 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 20:00:00+00:00,0.6683747354852135,2025-01-08 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 21:00:00+00:00,0.634778019418084,2025-01-08 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 22:00:00+00:00,0.6490657108922285,2025-01-08 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-08 23:00:00+00:00,0.631868323989361,2025-01-09 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 00:00:00+00:00,0.5632245274121132,2025-01-09 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 01:00:00+00:00,0.503153002176239,2025-01-09 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 02:00:00+00:00,0.4630172314867086,2025-01-09 03:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 03:00:00+00:00,0.4237073799497509,2025-01-09 04:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 04:00:00+00:00,0.42510746662190707,2025-01-09 05:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 05:00:00+00:00,0.4929770678706951,2025-01-09 06:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 06:00:00+00:00,0.5549069740533988,2025-01-09 07:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 07:00:00+00:00,0.5474784397404693,2025-01-09 08:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 08:00:00+00:00,0.5384407889695503,2025-01-09 09:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 09:00:00+00:00,0.5277755571419837,2025-01-09 10:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 10:00:00+00:00,0.5245303047963865,2025-01-09 11:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 11:00:00+00:00,0.5375102950233709,2025-01-09 12:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 12:00:00+00:00,0.5439295415160883,2025-01-09 13:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 13:00:00+00:00,0.5580938544419476,2025-01-09 14:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 14:00:00+00:00,0.5933656823415269,2025-01-09 15:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 15:00:00+00:00,0.6923331200352377,2025-01-09 16:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 16:00:00+00:00,0.8421520725576083,2025-01-09 17:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 17:00:00+00:00,0.8543300414763768,2025-01-09 18:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 18:00:00+00:00,0.7737714981736784,2025-01-09 19:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 19:00:00+00:00,0.7126320718704396,2025-01-09 20:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 20:00:00+00:00,0.6738670550756668,2025-01-09 21:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 21:00:00+00:00,0.6153850562410863,2025-01-09 22:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 22:00:00+00:00,0.565262753853595,2025-01-09 23:00:00,Region Hovedstaden,Privat,Privat
2025-01-09 23:00:00+00:00,0.5782489703776688,2025-01-10 00:00:00,Region Hovedstaden,Privat,Privat
2025-01-10 00:00:00+00:00,0.602541683458583,2025-01-10 01:00:00,Region Hovedstaden,Privat,Privat
2025-01-10 01:00:00+00:00,0.6032392042163012,2025-01-10 02:00:00,Region Hovedstaden,Privat,Privat
2025-01-10 02:00:00+00:00,0.5682467716963815,2025-01-10 03:00:00,Region Hovedstaden,Privat,Privat
